*type	project_id	*submitter_id	aliquots.submitter_id	core_metadata_collections.submitter_id	*data_category	*data_format	*data_type	*file_name	*file_size	*md5sum	assay_instrument	assay_instrument_model	assay_method	object_id	urls
submitted_methylation															
